YEARMODA    TEMP     DEWP   SLP     STP     WDSP  MXSPD  MAX     MIN    PRCP
19980119    37.9     34.9    992.3   983.5   7.9  15.0   42.6   36.7  0.02 
19980120    35.3     33.0   1011.9  1002.9   7.9  13.0   38.5   31.8  0.16 
19980121    30.9     26.3   1034.8  1025.6   5.4   8.0   34.2   29.3  0.02 
19980122    33.6     31.2   1037.0  1027.8   5.9   8.9   36.7   28.6  0.00 
19980123    32.0     29.2   1032.3  1023.1   4.4   8.0   36.0   29.8  0.00 
19980124    31.8     29.5   1024.9  1015.7   6.2   9.9   33.4   29.1  0.04 
19980125    30.2     25.4   1035.3  1026.0   4.1   7.0   35.2   24.8  0.04 
19980126    24.4     22.1   1035.9  1026.5   2.1   4.1   36.5   19.4  0.00 
19980127    22.5     20.5   1025.7  1016.3   7.8  11.1   26.4   20.3  0.00 
19980128    32.2     28.7   1015.7  1006.6   5.3  12.0   35.4   23.0  0.02 
19980129    28.8     24.2   1021.2  1012.0   3.3   9.9   37.0   21.6  0.00 
19980130    33.2     29.5   1012.2  1003.1   9.6  15.0   38.5   26.2  0.01 
19980131    21.8      7.4   1023.5  1014.1   7.5  13.0   27.1   16.2  0.00 
19980201    19.5      9.1   1024.7  1015.3   5.4   9.9   29.1   11.3  0.00 
19980202    21.9     14.3   1007.8   998.6  10.4  16.9   29.1   13.8  0.00 
19980203    28.4     24.0   1003.1   994.1  10.5  15.0   32.0   23.2  0.02 
19980204    33.1     27.3   1011.8  1002.8  10.4  13.0   36.9   23.0  0.08 
19980205    36.2     34.0   1015.5  1006.5   9.3  11.1   37.2   34.2  0.00 
19980206    37.6     36.0   1021.3  1012.2   6.6  11.1   39.9   36.3  0.01 
19980207    35.4     31.2   1017.4  1008.4   8.4  13.0   39.4   32.7  0.00 
19980208    37.7     34.4   1023.5  1014.5   9.4  12.0   40.1   32.9  0.08 
19980209    40.7     34.3   1024.1  1015.1   9.0  11.1   48.0   34.7  0.00 
19980210    40.7     33.0   1024.7  1015.7   8.7  11.1   45.0   34.0  0.00 
19980211    43.7     38.7   1023.5  1014.6  11.1  14.0   45.0   40.1  0.00 
19980212    48.8     46.7   1019.5  1010.7  13.6  15.9   50.9   43.3  0.12 
19980213    48.0     46.7   1026.4  1017.5   6.7  15.9   51.4   43.0  0.00 
19980214    50.4     47.3   1027.7  1018.8   9.2  12.0   55.0   42.8  0.20 
19980215    49.6     45.9   1023.7  1014.8   9.7  12.0   52.7   46.6  0.02 
19980216    48.8     40.8   1011.7  1002.9  13.2  15.9   51.4   45.0  0.02 
19980217    38.0     28.4   1028.1  1019.0   6.8  11.1   45.7   31.1  0.09 
19980218    42.4     39.9   1031.4  1022.3   9.6  12.0   45.9   37.2  0.00 
19980219    41.2     36.8   1024.4  1015.4   7.4  12.0   49.6   36.0  0.01 
19980220    42.6     39.2   1025.8  1016.8   7.0   9.9   45.1   40.1  0.00 
19980221    44.4     39.1   1015.0  1006.2   7.4   9.9   54.5   37.4  0.00 
19980222    47.9     39.8   1018.2  1009.4   7.2  15.9   53.1   38.7  0.00 
19980223    44.1     35.2   1027.5  1018.5   9.5  13.0   49.6   36.7  0.00 
19980224    47.6     45.0   1027.9  1019.0   9.8  13.0   50.2   45.3  0.00 
19980225    47.6     44.3   1034.0  1025.0   6.5  13.0   52.2   45.5  0.04 
19980226    45.6     36.4   1029.2  1020.2   9.1  13.0   49.8   44.1  0.01 
19980227    45.7     37.7   1012.4  1003.6  14.4  19.0   48.0   42.8  0.00 
19980228    38.3     33.3   1001.0   992.1  14.1  19.0   48.0   34.9  0.08 
19980301    34.8     29.0   1009.3  1000.3  13.2  20.0   40.6   31.5  0.09 
19980302    36.1     31.3   1010.3  1001.3  13.6  20.0   41.7   27.5  0.04 
19980303    44.3     42.4   1004.6   995.9  12.8  18.1   52.2   40.3  0.08 
19980304    51.5     45.1    995.1   986.5  15.8  22.9   60.3   41.4  0.37 
19980305    38.9     34.5   1002.4   993.6  12.9  23.9   51.6   33.6  0.08 
19980306    36.5     29.7   1012.9  1004.0   9.3  15.9   43.3   31.8  0.24 
19980307    39.3     38.2   1001.3   992.5   7.7  14.0   47.5   32.0  0.08 
19980308    36.7     33.0   1002.9   994.0   8.7  12.0   46.0   29.5  0.83 
19980309    31.2     22.0   1020.4  1011.3   6.5  11.1   37.9   27.3  0.08 
19980310    33.2     22.1   1028.4  1019.2   3.9   7.0   42.8   26.1  0.04 
19980311    33.1     17.5   1020.5  1011.3   9.7  13.0   39.4   28.9  0.00 
19980312    30.9     22.1   1018.2  1009.1   6.5   9.9   33.8   28.2  0.00 
19980313    34.6     29.2   1018.9  1009.8   9.4  15.9   41.2   26.4  0.01 
19980314    38.7     28.7   1018.6  1009.6   8.7  15.9   44.1   33.6  0.05 
19980315    36.0     33.6   1024.0  1014.9   2.8   6.0   39.4   33.1  0.00 
19980316    42.3     41.5   1024.3  1015.4   5.1   9.9   47.8   34.9  0.02 
19980317    45.1     44.0   1024.2  1015.3   6.8  11.1   47.8   43.7  0.16 
19980318    44.6     38.1   1027.0  1018.0   9.2  13.0   51.3   38.1  0.01 
19980319    38.8     28.7   1031.3  1022.1  12.2  16.9   44.8   33.6  0.04 
19980320    37.2     24.2   1026.8  1017.7   9.7  16.9   42.6   30.7  0.00 
19980321    36.0     24.4   1031.3  1022.2   6.9   9.9   45.0   29.1  0.00 
19980322    35.0     28.8   1032.8  1023.6   3.5   8.0   43.3   29.7  0.00 
19980323    35.1     25.8   1037.8  1028.5   8.7  12.0   43.2   28.4  0.04 
19980324    34.6     25.2   1037.4  1028.1   4.5   8.0   44.2   26.2  0.00 
19980325    34.6     21.0   1034.6  1025.4   3.0   5.1   47.7   22.6  0.00 
19980326    39.9     23.5   1025.2  1016.2   7.5  13.0   50.0   30.0  0.00 
19980327    43.3     38.3   1016.6  1007.7   8.3  12.0   46.0   40.5  0.00 
19980328    45.8     43.6   1020.7  1011.8   2.5   8.0   53.6   40.1  0.08 
19980329    51.7     38.4   1019.4  1010.6   5.7   8.9   62.6   42.1  0.00 
19980330    52.4     35.8   1018.0  1009.3   8.0   9.9   61.2   43.5  0.00 
19980331    53.1     45.9   1014.5  1005.9   6.1  12.0   64.8   42.4  0.00 
19980401    46.8     41.6   1011.7  1002.9   5.3   8.9   57.7   39.4  0.00 
19980402    38.1     36.8   1008.6   999.7   8.1   9.9   47.3   36.0  0.08 
19980403    44.9     43.9   1001.2   992.5   7.7   9.9   51.1   38.5  0.20 
19980404    48.4     44.5    998.4   989.8   8.0  14.0   53.8   45.5  0.00 
19980405    49.3     43.1   1004.5   995.8   7.9  12.0   59.5   43.5  0.08 
19980406    48.5     43.1   1007.3   998.5   6.3   9.9   58.3   40.5  0.43 
19980407    45.2     42.4   1002.8   994.1   3.3   6.0   50.7   37.6  0.20 
19980408    42.1     40.6    998.0   989.2   7.5   9.9   49.3   37.9  0.67 
19980409    39.7     34.8   1005.1   996.3   7.0   9.9   42.6   36.7  0.67 
19980410    47.5     39.5   1001.0   992.4   8.8  12.0   58.8   40.1  0.00 
19980411    45.4     40.9    994.5   985.8   7.7  15.0   54.9   41.5  0.00 
19980412    43.5     36.2    999.1   990.4   5.6  11.1   51.8   36.7  0.04 
19980413    42.9     31.8   1002.1   993.3   6.7   9.9   50.4   36.5  0.00 
19980414    42.2     31.2   1007.1   998.3   8.5  12.0   51.3   37.0  0.00 
19980415    46.4     31.9   1004.5   995.8   8.8  15.0   52.3   36.9  0.00 
19980416    44.8     36.5    995.1   986.4   9.0  18.1   50.9   37.6  0.04 
19980417    43.8     33.6    997.9   989.2   6.1  11.1   53.8   34.9  0.08 
19980418    43.3     37.1   1001.8   993.0   6.6  11.1   48.4   39.7  0.04 
19980419    44.2     36.2   1008.8  1000.0   4.1   8.0   53.2   36.7  0.04 
19980420    49.9     36.6   1015.0  1006.3   4.3   7.0   61.5   33.1  0.00 
19980421    48.9     43.7   1018.5  1009.7   4.1   7.0   56.3   39.6  0.02 
19980422    44.5     42.1   1023.1  1014.2   5.4   8.0   54.9   36.9  0.12 
19980423    53.4     46.0   1020.0  1011.2   6.6  11.1   65.3   42.6  0.00 
19980424    55.3     48.1   1014.5  1005.8   5.4   7.0   63.7   48.0  0.00 
19980425    56.9     49.4   1016.2  1007.5   8.2  15.0   67.3   45.5  0.00 
19980426    58.8     54.1   1009.1  1000.6   6.9  11.1   66.6   54.0  0.04 
19980427    59.7     54.4   1002.7   994.3   2.7   5.1   72.0   50.9  0.00 
19980428    52.5     50.5   1005.6   997.0   3.7   8.0   67.5   48.9  0.01 
19980429    58.4     51.8   1008.8  1000.2   6.0   8.9   73.2   49.1  0.12 
19980430    64.1     49.6   1010.6  1002.1   6.3   9.9   75.6   52.5  0.04 
19980501    61.1     48.7   1010.7  1002.1   6.2   9.9   70.5   50.7  0.00 
19980502    57.2     51.6   1006.3   997.8   3.6  13.0   71.8   50.5  0.00 
19980503    51.4     49.3   1007.9   999.2   5.1  11.1   57.2   46.8  0.43 
19980504    46.6     41.1   1007.8   999.0   7.7  11.1   53.4   43.9  0.16 
19980505    47.2     42.4   1006.6   997.8   7.0   9.9   54.3   40.6  0.02 
19980506    50.0     46.0   1004.6   996.0  11.1  15.0   56.5   41.2  0.04 
19980507    55.2     50.9   1016.4  1007.7   8.7  12.0   60.4   49.6  0.16 
19980508    58.1     49.0   1025.3  1016.6   4.7  11.1   68.4   49.1  0.00 
19980509    63.2     49.2   1025.4  1016.8   4.4   8.0   77.4   45.9  0.02 
19980510    69.9     52.3   1023.2  1014.7   3.0   6.0   82.2   52.2  0.00 
19980511    69.3     54.3   1020.0  1011.5   4.6   8.0   81.9   55.4  0.00 
19980512    58.9     50.7   1023.3  1014.6   8.3  13.0   77.7   48.9  0.00 
19980513    52.9     37.7   1031.0  1022.1  10.9  14.0   61.9   43.9  0.00 
19980514    51.3     36.9   1030.2  1021.3   7.0   8.9   61.7   38.8  0.00 
19980515    52.9     39.6   1027.0  1018.2   6.7  13.0   64.2   40.1  0.00 
19980516    52.7     40.4   1026.4  1017.6   7.3  11.1   63.3   39.9  0.00 
19980517    57.5     41.8   1027.0  1018.3   6.4   9.9   68.9   44.1  0.00 
19980518    60.2     43.4   1027.5  1018.8   4.3   7.0   72.7   45.9  0.00 
19980519    58.9     45.9   1024.7  1016.0   4.7  11.1   71.2   43.9  0.00 
19980520    53.8     42.2   1020.9  1012.1   8.3  13.0   62.2   47.5  0.00 
19980521    48.9     39.1   1015.3  1006.6   8.1  14.0   57.2   41.9  0.00 
19980522    49.5     38.9   1016.8  1008.0   7.0  12.0   59.0   42.6  0.08 
19980523    49.3     37.3   1016.9  1008.1   5.9   9.9   59.2   36.7  0.00 
19980524    50.6     46.3   1010.6  1001.9   7.7   9.9   53.6   47.5  0.00 
19980525    53.3     47.8   1006.5   997.9   7.1  11.1   60.6   48.6  0.04 
19980526    56.7     50.0   1005.8   997.2   5.0   9.9   66.2   48.2  0.00 
19980527    60.3     51.9   1009.6  1001.1   3.7   8.0   71.8   50.9  0.12 
19980528    63.7     54.6   1012.0  1003.5   6.2  11.1   75.7   51.1  0.00 
19980529    68.7     56.4   1010.6  1002.2   6.5  12.0   82.2   54.7  0.00 
19980530    64.6     57.4   1012.3  1003.8   6.9   9.9   79.5   54.9  0.00 
